Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Date
2514,69,Male,Jeans,Accessories,50,Washington,L,Orange,Summer,3.0,No,Standard,No,No,42,Cash,Annually,2024-10-29
2915,45,Female,Shoes,Clothing,60,Pennsylvania,M,Gray,Fall,4.2,No,2-Day Shipping,No,No,1,Debit Card,Weekly,2024-10-29
547,62,Male,Coat,Clothing,70,New Mexico,M,Purple,Spring,2.3,Yes,Express,Yes,Yes,45,Venmo,Annually,2024-10-29
2913,48,Female,Jacket,Footwear,46,Oregon,M,Yellow,Fall,4.7,No,Next Day Air,No,No,27,Cash,Every 3 Months,2024-10-29
1117,67,Male,Jacket,Accessories,77,Hawaii,M,Olive,Fall,3.4,No,Store Pickup,Yes,Yes,39,PayPal,Quarterly,2024-10-29
2423,30,Male,Sandals,Accessories,93,Georgia,M,Lavender,Fall,3.0,No,Express,No,No,45,Credit Card,Monthly,2024-10-29
1331,30,Male,Gloves,Accessories,60,Vermont,M,Orange,Summer,2.4,No,Next Day Air,Yes,Yes,20,PayPal,Quarterly,2024-10-29
411,29,Male,Backpack,Clothing,30,Virginia,L,Gray,Summer,4.3,Yes,Standard,Yes,Yes,1,Credit Card,Bi-Weekly,2024-10-29
394,33,Male,Handbag,Footwear,41,Vermont,L,Charcoal,Fall,4.4,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Every 3 Months,2024-10-29
3625,22,Female,Sweater,Accessories,42,Texas,XL,Cyan,Winter,2.7,No,Standard,No,No,22,Bank Transfer,Annually,2024-10-29
444,22,Male,Coat,Accessories,88,Hawaii,M,Magenta,Summer,4.5,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Quarterly,2024-10-29
2165,42,Male,T-shirt,Footwear,29,Iowa,S,Gray,Summer,3.0,No,Free Shipping,No,No,46,PayPal,Weekly,2024-10-29
1009,41,Male,Jacket,Accessories,83,New Mexico,M,Indigo,Winter,2.0,Yes,Free Shipping,Yes,Yes,29,PayPal,Every 3 Months,2024-10-29
3273,58,Female,Jacket,Footwear,49,Texas,M,Charcoal,Winter,4.5,No,Free Shipping,No,No,34,PayPal,Monthly,2024-10-29
2002,51,Male,Sunglasses,Accessories,77,Wyoming,S,Violet,Fall,3.3,No,Standard,No,No,2,Debit Card,Fortnightly,2024-10-29
3275,46,Female,Sandals,Clothing,85,Oklahoma,M,Teal,Winter,5.0,No,Store Pickup,No,No,14,Cash,Weekly,2024-10-29
1992,46,Male,Backpack,Footwear,59,Missouri,M,Black,Summer,4.9,No,Store Pickup,No,No,1,Venmo,Quarterly,2024-10-29
2104,30,Male,Shorts,Clothing,51,Indiana,S,Charcoal,Fall,4.5,No,Store Pickup,No,No,21,Venmo,Fortnightly,2024-10-29
2831,63,Female,Socks,Clothing,29,Oregon,L,Yellow,Fall,4.2,No,Next Day Air,No,No,13,Venmo,Every 3 Months,2024-10-29
2306,68,Male,Shoes,Accessories,16,Maine,M,Magenta,Winter,4.9,No,2-Day Shipping,No,No,47,Cash,Fortnightly,2024-10-29
777,49,Male,Blouse,Clothing,58,Alabama,M,Indigo,Summer,4.2,Yes,Store Pickup,Yes,Yes,8,Venmo,Every 3 Months,2024-10-29
2610,66,Male,T-shirt,Accessories,49,Arkansas,M,Lavender,Summer,4.1,No,Store Pickup,No,No,18,Debit Card,Quarterly,2024-10-29
522,36,Male,Shorts,Clothing,61,Vermont,L,Black,Summer,3.8,Yes,Standard,Yes,Yes,50,Bank Transfer,Bi-Weekly,2024-10-29
789,50,Male,Skirt,Clothing,25,Rhode Island,XL,Blue,Spring,3.3,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,2024-10-29
3051,31,Female,Shorts,Outerwear,106,Kentucky,S,Violet,Summer,3.4,No,Next Day Air,No,No,28,Venmo,Bi-Weekly,2024-10-29
558,18,Male,Hat,Clothing,58,Alaska,M,Silver,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,31,Debit Card,Fortnightly,2024-10-29
2176,68,Male,Belt,Clothing,48,Nebraska,M,Charcoal,Winter,4.9,No,Express,No,No,48,Credit Card,Weekly,2024-10-29
194,36,Male,Dress,Accessories,57,North Dakota,S,Red,Spring,3.2,Yes,Standard,Yes,Yes,29,Venmo,Weekly,2024-10-29
1913,29,Male,Sandals,Clothing,79,Colorado,S,Teal,Fall,2.1,No,2-Day Shipping,No,No,5,Credit Card,Quarterly,2024-10-29
1783,52,Male,Sweater,Clothing,42,Utah,M,Lavender,Fall,4.3,No,Next Day Air,No,No,40,Bank Transfer,Bi-Weekly,2024-10-29
2176,68,Male,Sandals,Clothing,26,Nebraska,M,White,Winter,2.6,No,2-Day Shipping,No,No,48,Credit Card,Annually,2024-10-29
3006,18,Female,Jewelry,Clothing,84,Alaska,XL,Gray,Summer,2.6,No,Express,No,No,5,Venmo,Bi-Weekly,2024-10-29
3495,62,Female,Shorts,Accessories,61,Washington,M,Purple,Fall,4.0,No,Next Day Air,No,No,41,PayPal,Annually,2024-10-29
1918,38,Male,Sweater,Clothing,35,Hawaii,L,Blue,Fall,5.0,No,Standard,No,No,35,PayPal,Fortnightly,2024-10-29
68,45,Male,Jacket,Outerwear,67,Connecticut,L,Black,Fall,4.2,Yes,Next Day Air,Yes,Yes,49,Debit Card,Annually,2024-10-29
2399,65,Male,Hat,Outerwear,62,Florida,M,Turquoise,Fall,5.0,No,Next Day Air,No,No,44,Bank Transfer,Annually,2024-10-29
3858,42,Female,Gloves,Accessories,35,Texas,S,Lavender,Fall,3.2,No,Next Day Air,No,No,29,Credit Card,Annually,2024-10-29
1566,58,Male,Belt,Accessories,69,Idaho,L,Olive,Winter,4.8,No,Express,Yes,Yes,48,PayPal,Annually,2024-10-29
367,64,Male,Jacket,Clothing,50,Nebraska,M,White,Winter,4.4,Yes,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months,2024-10-29
100,26,Male,Blouse,Clothing,51,Missouri,XL,Green,Summer,4.2,Yes,Free Shipping,Yes,Yes,33,Debit Card,Annually,2024-10-29
225,63,Male,Jewelry,Clothing,85,South Dakota,S,Violet,Fall,3.5,Yes,Express,Yes,Yes,12,Cash,Fortnightly,2024-10-29
1624,64,Male,Sneakers,Accessories,44,Indiana,M,Violet,Fall,2.8,No,Free Shipping,Yes,Yes,50,Debit Card,Annually,2024-10-30
1573,37,Male,Blouse,Clothing,28,Washington,L,Indigo,Winter,3.5,No,Standard,Yes,Yes,16,Debit Card,Monthly,2024-10-30
420,53,Male,Dress,Clothing,46,Utah,S,Magenta,Summer,3.7,Yes,Store Pickup,Yes,Yes,14,Credit Card,Monthly,2024-10-30
1850,30,Male,Jewelry,Clothing,46,New Mexico,M,Brown,Spring,2.9,No,2-Day Shipping,No,No,35,Bank Transfer,Quarterly,2024-10-30
1192,34,Male,Pants,Clothing,61,Indiana,L,Orange,Fall,3.4,No,Free Shipping,Yes,Yes,50,Venmo,Fortnightly,2024-10-30
662,57,Male,Boots,Clothing,62,Iowa,XL,Pink,Summer,3.6,Yes,Free Shipping,Yes,Yes,39,Credit Card,Annually,2024-10-30
1846,51,Male,Sandals,Footwear,63,Delaware,M,Lavender,Fall,4.7,No,Store Pickup,No,No,39,Bank Transfer,Bi-Weekly,2024-10-30
2723,23,Female,T-shirt,Accessories,60,Maine,M,Blue,Spring,4.7,No,Standard,No,No,22,PayPal,Bi-Weekly,2024-10-30
985,26,Male,Shorts,Footwear,76,Utah,M,Red,Summer,4.4,Yes,Standard,Yes,Yes,8,Credit Card,Fortnightly,2024-10-30
460,63,Male,T-shirt,Accessories,69,Maryland,L,Black,Winter,3.6,Yes,Free Shipping,Yes,Yes,27,PayPal,Fortnightly,2024-10-30
2793,54,Female,Skirt,Clothing,64,Kentucky,L,Maroon,Fall,3.5,No,2-Day Shipping,No,No,11,Credit Card,Weekly,2024-10-30
178,21,Male,Skirt,Clothing,23,Kansas,L,White,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,47,Bank Transfer,Annually,2024-10-30
3122,63,Female,Socks,Clothing,51,Louisiana,L,White,Spring,3.9,No,Express,No,No,16,Venmo,Every 3 Months,2024-10-30
3318,21,Female,Scarf,Accessories,43,North Carolina,XL,Black,Fall,4.1,No,Free Shipping,No,No,30,Cash,Weekly,2024-10-30
2433,59,Male,Hoodie,Outerwear,51,Hawaii,M,Olive,Summer,4.1,No,Standard,No,No,43,Venmo,Fortnightly,2024-10-30
3361,22,Female,Skirt,Outerwear,59,Minnesota,M,Peach,Spring,4.8,No,Store Pickup,No,No,47,Cash,Bi-Weekly,2024-10-30
705,34,Male,Boots,Clothing,74,Idaho,S,Brown,Spring,2.2,Yes,Express,Yes,Yes,18,PayPal,Weekly,2024-10-30
3359,56,Female,Jeans,Clothing,77,Tennessee,M,Blue,Spring,4.1,No,Free Shipping,No,No,26,Cash,Fortnightly,2024-10-30
3341,42,Female,Pants,Clothing,72,Virginia,XL,Red,Winter,2.3,No,Free Shipping,No,No,47,Credit Card,Annually,2024-10-30
2030,25,Male,Shirt,Accessories,42,Montana,M,Cyan,Summer,4.3,No,2-Day Shipping,No,No,40,PayPal,Monthly,2024-10-30
686,70,Male,Backpack,Clothing,70,Massachusetts,XL,Turquoise,Spring,2.8,Yes,Store Pickup,Yes,Yes,32,Cash,Weekly,2024-10-30
2513,50,Male,Skirt,Clothing,42,North Dakota,M,Blue,Winter,4.8,No,Standard,No,No,20,Credit Card,Annually,2024-10-30
2663,25,Female,Hat,Clothing,81,Nebraska,M,White,Winter,4.0,No,Free Shipping,No,No,44,PayPal,Annually,2024-10-30
2482,41,Male,Jacket,Accessories,87,New Jersey,XL,Maroon,Fall,3.8,No,2-Day Shipping,No,No,35,Debit Card,Quarterly,2024-10-30
641,53,Male,Sunglasses,Clothing,53,Minnesota,M,Purple,Summer,4.9,Yes,Free Shipping,Yes,Yes,28,Debit Card,Fortnightly,2024-10-30
3861,57,Female,Socks,Accessories,83,Pennsylvania,M,Magenta,Fall,2.7,No,Free Shipping,No,No,44,Cash,Every 3 Months,2024-10-30
1921,51,Male,Boots,Clothing,61,Connecticut,M,Teal,Spring,3.3,No,Standard,No,No,40,Cash,Quarterly,2024-10-30
2545,46,Male,Scarf,Clothing,54,Delaware,M,Charcoal,Winter,3.8,No,Store Pickup,No,No,39,Venmo,Annually,2024-10-30
3066,49,Female,Jewelry,Outerwear,21,North Dakota,M,Lavender,Fall,3.8,No,Store Pickup,No,No,7,Venmo,Monthly,2024-10-30
1070,38,Male,Sandals,Clothing,40,Maryland,XL,Violet,Spring,4.8,No,Standard,Yes,Yes,33,Venmo,Fortnightly,2024-10-30
3035,51,Female,Shirt,Footwear,54,Utah,L,Yellow,Winter,4.3,No,Express,No,No,25,Credit Card,Quarterly,2024-10-30
2273,29,Male,Hat,Outerwear,57,Maine,L,Cyan,Summer,3.7,No,Store Pickup,No,No,44,PayPal,Weekly,2024-10-30
1354,39,Male,Scarf,Clothing,29,Oregon,M,Brown,Winter,3.6,No,Standard,Yes,Yes,4,Cash,Quarterly,2024-10-30
1592,18,Male,Backpack,Clothing,76,South Dakota,L,Blue,Fall,4.8,No,Express,Yes,Yes,24,PayPal,Fortnightly,2024-10-30
3073,26,Female,Sweater,Accessories,82,New York,L,Brown,Winter,3.6,No,2-Day Shipping,No,No,46,PayPal,Bi-Weekly,2024-10-30
2894,69,Female,Skirt,Accessories,51,Kentucky,S,Peach,Winter,4.9,No,Next Day Air,No,No,44,Debit Card,Annually,2024-10-30
2785,33,Female,Jacket,Clothing,42,Idaho,M,Charcoal,Summer,3.2,No,Free Shipping,No,No,12,PayPal,Monthly,2024-10-30
3700,51,Female,Sweater,Accessories,60,Oklahoma,M,Gold,Spring,4.5,No,Store Pickup,No,No,24,Bank Transfer,Quarterly,2024-10-30
2520,40,Male,Shirt,Outerwear,62,Michigan,L,Red,Winter,3.8,No,Standard,No,No,21,Credit Card,Every 3 Months,2024-10-30
1004,56,Male,Sandals,Accessories,30,Ohio,M,Magenta,Spring,2.1,Yes,Free Shipping,Yes,Yes,3,Cash,Monthly,2024-10-30
2215,50,Male,Sandals,Accessories,79,Idaho,L,Indigo,Spring,2.4,No,2-Day Shipping,No,No,20,Debit Card,Every 3 Months,2024-10-30
2215,50,Male,Shorts,Accessories,31,Idaho,L,Charcoal,Fall,2.9,No,Next Day Air,No,No,20,Debit Card,Annually,2024-10-30
1876,63,Male,T-shirt,Footwear,102,Tennessee,M,Peach,Summer,4.2,No,2-Day Shipping,No,No,6,Credit Card,Quarterly,2024-10-30
1736,58,Male,Backpack,Clothing,48,Texas,M,Purple,Winter,4.3,No,Express,No,No,31,Venmo,Bi-Weekly,2024-10-30
841,42,Male,Dress,Clothing,70,Alabama,L,Brown,Winter,2.4,Yes,Standard,Yes,Yes,18,PayPal,Monthly,2024-10-30
1009,41,Male,Skirt,Accessories,44,New Mexico,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,29,PayPal,Fortnightly,2024-10-30
1441,27,Male,Boots,Footwear,29,Arizona,M,Lavender,Fall,4.0,No,Express,Yes,Yes,13,Venmo,Bi-Weekly,2024-10-30
283,21,Male,Shirt,Clothing,80,Minnesota,M,Magenta,Summer,3.5,Yes,Standard,Yes,Yes,9,Cash,Quarterly,2024-10-30
412,59,Male,Sweater,Clothing,64,Michigan,M,Brown,Fall,4.1,Yes,Standard,Yes,Yes,15,PayPal,Quarterly,2024-10-30
382,66,Male,Scarf,Accessories,66,Maine,L,Indigo,Summer,2.3,Yes,Next Day Air,Yes,Yes,3,Credit Card,Annually,2024-10-30
2152,70,Male,Sunglasses,Clothing,27,Vermont,L,Maroon,Fall,4.7,No,Store Pickup,No,No,18,Venmo,Quarterly,2024-10-30
2314,64,Male,Jewelry,Clothing,63,Georgia,M,White,Summer,2.1,No,Store Pickup,No,No,36,Bank Transfer,Fortnightly,2024-10-30
278,29,Male,Scarf,Clothing,63,Georgia,M,Teal,Summer,3.4,Yes,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly,2024-10-31
3246,63,Female,Pants,Clothing,51,Kansas,M,Yellow,Fall,2.3,No,Next Day Air,No,No,20,Cash,Every 3 Months,2024-10-31
2493,50,Male,Socks,Accessories,38,South Dakota,S,Maroon,Winter,2.6,No,Express,No,No,34,Bank Transfer,Quarterly,2024-10-31
3234,45,Female,Shoes,Accessories,83,Indiana,M,Beige,Spring,3.8,No,Next Day Air,No,No,11,Debit Card,Weekly,2024-10-31
3808,38,Female,Hoodie,Clothing,26,Michigan,L,Gray,Fall,2.1,No,Free Shipping,No,No,36,PayPal,Every 3 Months,2024-10-31
2208,69,Male,Sunglasses,Accessories,49,New Mexico,M,Gold,Fall,4.8,No,Free Shipping,No,No,11,Credit Card,Weekly,2024-10-31
192,64,Male,Belt,Accessories,61,Utah,M,Black,Winter,2.7,Yes,Standard,Yes,Yes,29,Cash,Bi-Weekly,2024-10-31
1479,28,Male,Scarf,Accessories,46,Washington,M,Blue,Spring,2.0,No,2-Day Shipping,Yes,Yes,13,Venmo,Bi-Weekly,2024-10-31
622,51,Male,Boots,Accessories,71,Kansas,S,Violet,Winter,3.7,Yes,Next Day Air,Yes,Yes,45,Credit Card,Every 3 Months,2024-10-31
3231,49,Female,Shirt,Footwear,47,Kansas,M,Olive,Fall,4.9,No,Free Shipping,No,No,38,Debit Card,Fortnightly,2024-10-31
1152,41,Male,Shoes,Clothing,34,Ohio,M,White,Fall,4.4,No,2-Day Shipping,Yes,Yes,24,Credit Card,Annually,2024-10-31
3764,27,Female,Sweater,Clothing,52,Oklahoma,XL,Yellow,Summer,2.7,No,Express,No,No,38,Cash,Quarterly,2024-10-31
2662,43,Female,Scarf,Footwear,65,Michigan,XL,Charcoal,Spring,4.4,No,Free Shipping,No,No,20,Bank Transfer,Annually,2024-10-31
237,38,Male,Handbag,Outerwear,40,North Dakota,L,Charcoal,Summer,4.8,Yes,Store Pickup,Yes,Yes,39,PayPal,Weekly,2024-10-31
1063,59,Male,Sweater,Footwear,56,Ohio,M,Orange,Spring,4.3,No,Express,Yes,Yes,21,Debit Card,Monthly,2024-10-31
1435,59,Male,Scarf,Clothing,56,New York,L,Cyan,Fall,4.4,No,Store Pickup,Yes,Yes,21,Debit Card,Every 3 Months,2024-10-31
868,37,Male,Gloves,Outerwear,63,Colorado,M,Beige,Spring,4.1,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Quarterly,2024-10-31
2440,55,Male,T-shirt,Accessories,57,Arkansas,M,Teal,Summer,3.4,No,2-Day Shipping,No,No,45,Bank Transfer,Quarterly,2024-10-31
1088,45,Male,Boots,Clothing,69,West Virginia,S,White,Spring,5.0,No,Standard,Yes,Yes,7,Bank Transfer,Quarterly,2024-10-31
325,37,Male,Gloves,Clothing,69,Wyoming,M,Gold,Summer,3.8,Yes,Free Shipping,Yes,Yes,37,Venmo,Weekly,2024-10-31
421,32,Male,Socks,Clothing,42,North Carolina,S,Orange,Winter,2.1,Yes,Express,Yes,Yes,18,Debit Card,Monthly,2024-10-31
653,64,Male,Sandals,Accessories,67,Minnesota,M,Beige,Fall,3.2,Yes,Express,Yes,Yes,27,Venmo,Annually,2024-10-31
2679,33,Female,Boots,Accessories,45,Montana,M,Teal,Spring,2.5,No,Store Pickup,No,No,34,Credit Card,Fortnightly,2024-10-31
201,25,Male,Shoes,Clothing,48,Pennsylvania,S,Gold,Fall,2.3,Yes,2-Day Shipping,Yes,Yes,29,Venmo,Monthly,2024-10-31
500,36,Male,Belt,Footwear,81,Rhode Island,L,Orange,Fall,2.1,Yes,Standard,Yes,Yes,24,PayPal,Every 3 Months,2024-10-31
2865,58,Female,Sweater,Clothing,5,Illinois,S,Gray,Fall,2.0,No,Next Day Air,No,No,31,Venmo,Bi-Weekly,2024-10-31
1248,65,Male,Boots,Clothing,73,Virginia,M,Red,Fall,4.9,No,Free Shipping,Yes,Yes,18,Venmo,Weekly,2024-10-31
2277,31,Male,Shorts,Clothing,69,Wyoming,L,Indigo,Spring,2.8,No,Store Pickup,No,No,25,Debit Card,Quarterly,2024-10-31
1087,53,Male,Boots,Accessories,91,Alaska,M,Black,Winter,3.9,No,Standard,Yes,Yes,27,PayPal,Weekly,2024-10-31
3198,27,Female,Sneakers,Clothing,13,Maine,M,White,Summer,3.6,No,Store Pickup,No,No,29,Credit Card,Quarterly,2024-10-31
1122,63,Male,Sunglasses,Clothing,75,Florida,XL,Charcoal,Summer,4.9,No,Standard,Yes,Yes,25,Cash,Monthly,2024-10-31
1321,56,Male,Sandals,Accessories,84,California,XL,Charcoal,Winter,2.9,No,Express,Yes,Yes,19,Debit Card,Fortnightly,2024-10-31
3597,28,Female,Sunglasses,Clothing,59,South Carolina,M,Beige,Winter,2.9,No,Standard,No,No,44,Cash,Monthly,2024-10-31
1611,20,Male,T-shirt,Clothing,43,Tennessee,L,White,Summer,3.4,No,Store Pickup,Yes,Yes,1,PayPal,Weekly,2024-10-31
1146,31,Male,Jewelry,Footwear,55,Nevada,L,Cyan,Spring,3.9,No,Standard,Yes,Yes,30,Cash,Monthly,2024-10-31
2397,38,Male,Handbag,Clothing,65,Oregon,M,Black,Spring,3.7,No,Next Day Air,No,No,20,Venmo,Annually,2024-10-31
632,55,Male,Jacket,Footwear,68,Washington,S,Silver,Summer,4.3,Yes,Standard,Yes,Yes,27,Cash,Bi-Weekly,2024-10-31
3724,26,Female,Sneakers,Footwear,67,Rhode Island,M,Gray,Summer,4.9,No,Next Day Air,No,No,1,Debit Card,Quarterly,2024-10-31
83,19,Male,T-shirt,Clothing,57,Georgia,S,Olive,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Bi-Weekly,2024-10-31
2481,61,Male,Coat,Clothing,49,Ohio,XL,Cyan,Fall,3.1,No,Next Day Air,No,No,7,Credit Card,Monthly,2024-10-31
3723,23,Female,Gloves,Outerwear,84,Kentucky,XL,Pink,Summer,4.4,No,Next Day Air,No,No,1,Credit Card,Quarterly,2024-10-31
232,28,Male,Blouse,Clothing,59,Tennessee,M,Magenta,Fall,4.0,Yes,Next Day Air,Yes,Yes,18,Debit Card,Weekly,2024-10-31
2870,57,Female,Sneakers,Clothing,67,Georgia,M,Green,Spring,2.1,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly,2024-10-31
1426,59,Male,Jeans,Outerwear,60,Wyoming,S,Violet,Fall,4.1,No,Express,Yes,Yes,39,Credit Card,Bi-Weekly,2024-11-01
2250,42,Male,Shirt,Accessories,77,Wyoming,XL,Violet,Summer,4.7,No,Next Day Air,No,No,29,Debit Card,Weekly,2024-11-01
1256,30,Male,Sandals,Accessories,50,Indiana,M,Blue,Winter,3.6,No,2-Day Shipping,Yes,Yes,38,Cash,Bi-Weekly,2024-11-01
1818,32,Male,Skirt,Clothing,60,Delaware,M,Olive,Spring,3.1,No,Next Day Air,No,No,20,Cash,Monthly,2024-11-01
3290,31,Female,Jacket,Accessories,65,Montana,M,White,Fall,2.7,No,Standard,No,No,16,Venmo,Monthly,2024-11-01
1699,25,Male,Handbag,Accessories,60,Iowa,XL,Teal,Fall,2.1,No,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly,2024-11-01
1278,19,Male,Sandals,Clothing,54,Rhode Island,L,Violet,Summer,3.9,No,2-Day Shipping,Yes,Yes,5,Venmo,Monthly,2024-11-01
515,64,Male,Gloves,Clothing,63,Indiana,S,Yellow,Summer,3.4,Yes,Store Pickup,Yes,Yes,47,PayPal,Bi-Weekly,2024-11-01
2622,48,Male,Sandals,Footwear,80,Maine,M,Silver,Winter,4.9,No,Express,No,No,21,Bank Transfer,Monthly,2024-11-01
3416,38,Female,T-shirt,Clothing,55,New York,M,Blue,Fall,4.3,No,Express,No,No,15,Bank Transfer,Quarterly,2024-11-01
1441,27,Male,Boots,Footwear,69,Arizona,M,Charcoal,Summer,4.6,No,Standard,Yes,Yes,13,Venmo,Bi-Weekly,2024-11-01
654,20,Male,T-shirt,Accessories,43,North Dakota,M,Violet,Spring,2.7,Yes,Store Pickup,Yes,Yes,45,Cash,Monthly,2024-11-01
782,30,Male,Pants,Accessories,73,Vermont,L,Peach,Fall,2.4,Yes,2-Day Shipping,Yes,Yes,12,Credit Card,Bi-Weekly,2024-11-01
1505,60,Male,Handbag,Outerwear,56,Alaska,M,Charcoal,Spring,2.1,No,Store Pickup,Yes,Yes,10,Bank Transfer,Every 3 Months,2024-11-01
2881,19,Female,Hoodie,Clothing,77,Florida,L,Violet,Summer,2.0,No,Free Shipping,No,No,43,PayPal,Every 3 Months,2024-11-01
2177,24,Male,Scarf,Accessories,31,Vermont,S,Yellow,Fall,2.5,No,Next Day Air,No,No,44,Debit Card,Quarterly,2024-11-01
3814,61,Female,Jacket,Clothing,101,Georgia,M,Teal,Fall,4.3,No,Express,No,No,31,Venmo,Bi-Weekly,2024-11-01
1132,67,Male,Sunglasses,Clothing,56,Illinois,M,Olive,Fall,4.3,No,Free Shipping,Yes,Yes,20,Bank Transfer,Annually,2024-11-01
816,30,Male,Handbag,Accessories,42,West Virginia,L,Purple,Summer,4.0,Yes,Express,Yes,Yes,27,Venmo,Bi-Weekly,2024-11-01
3559,68,Female,Belt,Accessories,94,Alaska,L,Silver,Spring,2.4,No,Next Day Air,No,No,9,Venmo,Weekly,2024-11-01
1504,50,Male,Belt,Outerwear,89,Michigan,M,Blue,Winter,2.1,No,2-Day Shipping,Yes,Yes,46,Cash,Quarterly,2024-11-01
1292,69,Male,Shorts,Footwear,76,South Dakota,S,Purple,Winter,4.8,No,Next Day Air,Yes,Yes,23,Debit Card,Annually,2024-11-01
3730,28,Female,Socks,Footwear,51,Rhode Island,M,Gray,Fall,3.3,No,2-Day Shipping,No,No,50,Cash,Fortnightly,2024-11-01
3754,39,Female,Blouse,Accessories,63,Louisiana,S,Violet,Summer,4.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly,2024-11-01
3303,36,Female,Jewelry,Clothing,23,Alabama,XL,Brown,Spring,3.3,No,Express,No,No,31,Venmo,Bi-Weekly,2024-11-01
1855,25,Male,Sunglasses,Clothing,64,Kentucky,M,White,Summer,3.6,No,Store Pickup,No,No,49,Credit Card,Annually,2024-11-01
492,49,Male,Sweater,Outerwear,28,Vermont,M,Peach,Summer,3.9,Yes,Express,Yes,Yes,24,Credit Card,Every 3 Months,2024-11-01
97,32,Male,Jacket,Accessories,41,Delaware,S,Magenta,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,43,Venmo,Bi-Weekly,2024-11-01
754,47,Male,Socks,Footwear,85,Massachusetts,M,Brown,Summer,2.4,Yes,Free Shipping,Yes,Yes,27,Venmo,Monthly,2024-11-01
857,55,Male,Blouse,Clothing,71,Alaska,M,Brown,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,47,Debit Card,Fortnightly,2024-11-01
2915,45,Female,Hoodie,Clothing,40,Pennsylvania,M,Green,Winter,3.2,No,Next Day Air,No,No,1,Debit Card,Bi-Weekly,2024-11-01
3302,36,Female,Skirt,Clothing,78,Oklahoma,XL,Cyan,Fall,3.3,No,Express,No,No,31,Credit Card,Weekly,2024-11-01
1252,56,Male,Jeans,Clothing,52,Indiana,XL,Teal,Spring,4.7,No,Express,Yes,Yes,43,Credit Card,Fortnightly,2024-11-01
1781,67,Male,Blouse,Accessories,77,North Dakota,S,Gold,Summer,4.4,No,Next Day Air,No,No,49,Credit Card,Every 3 Months,2024-11-01
2035,61,Male,Sunglasses,Clothing,88,Alabama,M,Pink,Spring,4.0,No,Free Shipping,No,No,27,PayPal,Every 3 Months,2024-11-01
3177,36,Female,Blouse,Footwear,48,Arkansas,XL,Charcoal,Spring,3.1,No,Free Shipping,No,No,39,Credit Card,Monthly,2024-11-01
2704,56,Female,Backpack,Accessories,63,Tennessee,XL,Blue,Spring,2.8,No,Next Day Air,No,No,34,PayPal,Monthly,2024-11-01
700,50,Male,Jewelry,Accessories,78,Connecticut,M,Turquoise,Winter,4.2,Yes,Express,Yes,Yes,5,PayPal,Weekly,2024-11-01
1533,68,Male,Hoodie,Outerwear,72,Wisconsin,S,Yellow,Summer,2.4,No,Store Pickup,Yes,Yes,5,PayPal,Quarterly,2024-11-01
3787,31,Female,Coat,Footwear,35,Tennessee,L,Brown,Summer,3.9,No,Store Pickup,No,No,22,Venmo,Monthly,2024-11-01
1208,62,Male,Blouse,Footwear,62,Washington,M,Cyan,Spring,3.2,No,Standard,Yes,Yes,48,Credit Card,Quarterly,2024-11-01
3861,57,Female,Coat,Accessories,60,Pennsylvania,M,Brown,Fall,3.1,No,Standard,No,No,44,Cash,Fortnightly,2024-11-01
1834,34,Male,Skirt,Accessories,40,Louisiana,M,Charcoal,Summer,2.3,No,2-Day Shipping,No,No,19,PayPal,Weekly,2024-11-01
1178,54,Male,Belt,Clothing,67,Iowa,M,Violet,Winter,2.4,No,Free Shipping,Yes,Yes,24,Debit Card,Quarterly,2024-11-01
3618,48,Female,Boots,Accessories,43,Kentucky,M,Blue,Summer,2.4,No,Store Pickup,No,No,29,Debit Card,Weekly,2024-11-01
1834,34,Male,Shorts,Accessories,35,Louisiana,M,Orange,Spring,4.4,No,Store Pickup,No,No,19,PayPal,Quarterly,2024-11-01
2923,45,Female,T-shirt,Accessories,107,Kentucky,L,Black,Winter,3.7,No,Free Shipping,No,No,16,PayPal,Quarterly,2024-11-01
3271,59,Female,Dress,Clothing,67,Illinois,M,Charcoal,Summer,4.0,No,Standard,No,No,48,PayPal,Monthly,2024-11-01
1060,22,Male,Belt,Outerwear,76,North Carolina,M,Green,Summer,4.0,No,Express,Yes,Yes,25,Debit Card,Bi-Weekly,2024-11-02
